watch_id,user_id,content_id,watch_date,session_duration,completion_rate
4968,1284,C0314,2023-11-09,30.2,52.94
4969,1284,C0060,2024-03-14,42.3,67.19
4970,1284,C0296,2024-04-12,62.9,62.89
4971,1284,C0395,2024-05-22,30.9,32.24
4972,1284,C0280,2024-10-07,51.4,58.42
4973,1284,C0265,2025-02-17,81.3,64.51
4974,1284,C0449,2025-09-25,28.9,43.8
4975,1284,C0489,2025-11-02,57.5,58.72
4976,1284,C0401,2025-11-15,46.7,51.35
4977,1284,C0360,2025-12-15,29.6,29.55
4978,1284,C0234,2025-12-19,87.5,62.94
4979,1284,C0218,2026-02-18,28.9,45.21
4980,1284,C0393,2026-02-25,25.9,34.52
4981,1284,C0453,2026-03-02,21.8,43.7
4982,1286,C0324,2023-12-13,89.3,76.37
4983,1286,C0472,2023-12-13,88.5,72.54
4984,1286,C0080,2024-01-22,67.9,62.28
4985,1286,C0483,2024-05-15,79.7,98.34
4986,1286,C0025,2024-11-24,87.4,62.91
4987,1286,C0140,2025-01-22,61.7,55.6
4988,1286,C0481,2025-01-23,78.6,61.42
4989,1286,C0046,2025-03-25,40.6,33.28
4990,1286,C0193,2025-06-04,43.2,69.62
4991,1286,C0392,2025-06-04,122.6,97.33
4992,1286,C0133,2025-06-29,102.2,70.97
4993,1286,C0082,2025-07-25,44.5,41.21
4994,1286,C0434,2025-09-28,43.7,38.35
4995,1286,C0308,2025-10-31,33.7,51.8
4996,1286,C0366,2025-11-08,42.3,84.69
4997,1286,C0179,2026-02-01,16.2,18.44
4998,1287,C0160,2024-03-21,69.3,84.46
4999,1287,C0140,2024-06-13,64.1,57.73
5000,1287,C0498,2024-06-16,30.3,31.54
5001,1287,C0110,2024-09-17,48.8,60.2
5002,1287,C0173,2024-11-21,86.6,78.76
5003,1287,C0367,2024-12-21,75.9,66.02
5004,1287,C0371,2024-12-28,82.7,61.27
5005,1287,C0034,2025-02-16,36.0,30.26
5006,1287,C0409,2025-05-29,62.1,87.41
5007,1287,C0109,2025-06-15,60.4,71.87
5008,1287,C0045,2025-07-25,81.8,69.34
5009,1287,C0188,2025-09-23,23.2,51.55
5010,1287,C0353,2025-10-04,38.0,53.47
5011,1287,C0266,2025-12-16,23.8,40.4
5012,1287,C0327,2026-01-19,54.6,56.86
5013,1287,C0079,2026-06-09,74.3,49.19
5014,1287,C0039,2026-06-26,56.4,56.43
5015,1288,C0226,2025-12-20,18.4,34.79
5016,1288,C0271,2026-01-20,59.0,46.11
5017,1289,C0245,2025-06-13,63.2,50.54
5018,1289,C0404,2025-09-05,44.6,60.32
5019,1289,C0067,2026-02-15,23.3,43.87
5020,1289,C0249,2026-04-15,74.6,60.63
5021,1290,C0355,2026-04-06,47.7,62.77
5022,1290,C0040,2026-06-15,46.6,47.04
5023,1291,C0130,2024-12-03,83.2,96.74
5024,1291,C0380,2025-08-16,101.9,78.36
5025,1291,C0247,2025-09-23,80.0,71.43
5026,1291,C0166,2025-11-10,38.2,56.17
5027,1292,C0254,2024-06-07,36.8,37.52
5028,1292,C0258,2025-02-25,49.1,53.98
5029,1293,C0103,2026-05-24,52.0,46.81
5030,1294,C0404,2023-12-19,15.3,20.7
5031,1294,C0467,2025-04-18,53.7,46.68
5032,1294,C0282,2025-06-19,20.1,23.6
5033,1294,C0400,2026-02-24,18.5,41.11
5034,1295,C0406,2023-11-10,16.6,17.06
5035,1295,C0271,2023-11-19,56.7,44.3
5036,1295,C0372,2024-05-19,37.3,36.18
5037,1295,C0206,2025-12-28,32.6,26.72
5038,1297,C0124,2025-10-21,47.9,52.01
5039,1297,C0268,2025-11-28,17.0,23.98
5040,1297,C0477,2026-02-11,41.0,33.91
5041,1297,C0233,2026-03-10,74.0,88.12
5042,1298,C0083,2023-12-28,39.9,45.91
5043,1298,C0217,2024-05-14,61.3,41.12
5044,1298,C0439,2024-05-28,74.9,50.24
5045,1298,C0137,2025-04-17,42.7,41.87
5046,1298,C0327,2025-12-15,90.6,94.41
5047,1298,C0333,2026-05-21,30.3,38.37
5048,1299,C0155,2025-11-29,13.8,16.27
5049,1299,C0378,2026-01-08,29.4,38.72
5050,1299,C0087,2026-03-19,43.2,35.09
5051,1300,C0393,2025-10-08,23.5,31.32
5052,1301,C0222,2025-07-01,51.6,51.62
5053,1301,C0466,2025-09-05,79.1,65.39
5054,1301,C0267,2025-11-12,38.6,25.89
5055,1301,C0177,2026-03-06,38.1,36.63
5056,1302,C0355,2024-08-10,52.2,68.65
5057,1302,C0245,2025-02-06,41.9,33.51
5058,1302,C0352,2025-04-26,22.2,22.22
5059,1302,C0316,2025-09-02,97.4,59.72
5060,1302,C0384,2025-10-30,68.7,60.26
5061,1303,C0187,2024-05-03,68.9,57.45
5062,1303,C0055,2026-06-03,24.3,31.6
5063,1304,C0283,2026-03-24,16.5,18.34
5064,1305,C0248,2025-11-16,48.5,35.15
5065,1306,C0285,2026-05-29,49.7,48.21
5066,1307,C0083,2024-10-16,29.8,34.2
5067,1308,C0104,2025-11-28,22.3,15.38
5068,1308,C0247,2025-12-13,67.7,60.47
5069,1308,C0230,2026-01-10,74.8,63.92
5070,1308,C0051,2026-03-12,77.5,59.16
5071,1308,C0052,2026-05-08,32.1,63.0
5072,1309,C0090,2025-03-30,25.6,25.6
5073,1309,C0138,2025-04-25,30.9,30.28
5074,1309,C0374,2025-06-08,52.0,46.45
5075,1309,C0264,2026-01-23,84.5,50.01
5076,1309,C0477,2026-03-02,22.3,18.45
5077,1310,C0037,2024-04-19,65.0,53.72
5078,1310,C0419,2025-08-13,43.6,42.7
5079,1310,C0271,2025-12-16,57.8,45.12
5080,1310,C0063,2026-01-07,49.4,44.07
5081,1311,C0100,2024-11-01,48.2,48.65
5082,1311,C0194,2025-01-31,14.2,17.58
5083,1311,C0429,2025-02-08,18.0,18.71
5084,1311,C0278,2025-07-31,18.6,30.02
5085,1311,C0084,2025-12-14,38.0,37.59
5086,1311,C0080,2026-02-02,60.2,55.26
5087,1311,C0124,2026-05-06,42.5,46.23
5088,1311,C0032,2026-05-22,72.2,61.69
5089,1311,C0067,2026-05-31,33.5,63.28
5090,1312,C0373,2024-09-10,37.6,49.47
5091,1312,C0327,2024-12-30,27.8,28.97
5092,1313,C0160,2024-07-26,82.0,100.0
5093,1313,C0186,2024-07-28,77.7,70.62
5094,1313,C0413,2024-08-12,37.6,67.13
5095,1313,C0006,2024-10-26,31.7,70.39
5096,1313,C0444,2024-11-23,53.9,67.44
5097,1313,C0086,2024-12-12,103.5,72.38
5098,1313,C0274,2025-04-08,72.0,87.86
5099,1313,C0027,2025-06-11,103.8,86.51
5100,1313,C0427,2025-06-28,82.0,73.18
5101,1313,C0147,2025-07-21,37.1,82.55
5102,1313,C0130,2025-08-06,72.1,83.88
5103,1313,C0190,2025-11-04,77.7,71.3
5104,1313,C0404,2025-11-25,46.0,62.18
5105,1313,C0392,2026-01-12,113.0,89.68
5106,1313,C0077,2026-01-31,20.9,46.54
5107,1313,C0351,2026-05-30,76.5,93.26
5108,1314,C0478,2024-12-28,22.7,28.08
5109,1314,C0377,2025-06-06,5.4,7.72
5110,1315,C0336,2024-05-26,105.1,62.96
5111,1315,C0265,2024-07-21,60.1,47.73
5112,1315,C0079,2024-10-22,107.4,71.12
5113,1315,C0224,2025-01-11,18.5,15.42
5114,1315,C0499,2025-07-25,32.6,34.01
5115,1316,C0272,2025-10-31,107.3,77.23
5116,1316,C0206,2026-03-02,97.6,80.0
5117,1316,C0200,2026-03-19,34.8,33.79
5118,1316,C0033,2026-03-21,46.1,48.55
5119,1316,C0478,2026-03-31,25.0,30.82
5120,1316,C0432,2026-05-02,35.5,27.73
5121,1317,C0427,2026-05-03,40.6,36.22
5122,1318,C0062,2023-11-04,44.4,25.95
5123,1318,C0364,2024-01-08,51.9,99.83
5124,1318,C0449,2024-06-15,23.4,35.47
5125,1318,C0167,2024-07-25,30.5,41.26
5126,1319,C0022,2024-09-29,5.0,4.88
5127,1319,C0341,2024-12-30,54.1,63.67
5128,1319,C0008,2026-01-23,56.2,41.01
5129,1320,C0476,2025-02-28,24.0,22.44
5130,1321,C0395,2024-08-09,2.9,3.0
5131,1321,C0109,2024-08-29,19.8,23.56
5132,1321,C0210,2024-12-04,32.7,27.5
5133,1321,C0011,2025-02-18,74.1,45.47
5134,1321,C0184,2025-07-25,44.9,35.37
5135,1323,C0227,2025-08-05,37.7,36.26
5136,1323,C0118,2026-04-30,21.5,20.87
5137,1324,C0080,2024-08-20,25.4,23.3
5138,1324,C0106,2024-10-02,59.4,42.74
5139,1324,C0030,2024-11-17,35.1,38.13
5140,1324,C0231,2025-01-27,79.4,63.51
5141,1324,C0321,2025-03-25,63.2,71.77
5142,1324,C0379,2025-05-07,66.7,74.12
5143,1324,C0378,2025-07-29,25.3,33.3
5144,1324,C0469,2025-10-04,89.7,67.44
5145,1324,C0230,2025-12-03,57.5,49.13
5146,1325,C0271,2026-05-07,67.3,52.59
5147,1326,C0458,2023-11-14,53.4,49.9
5148,1326,C0334,2025-03-29,41.3,43.95
5149,1326,C0136,2026-02-14,70.6,69.93
5150,1328,C0185,2026-04-15,52.7,53.81
5151,1330,C0126,2026-01-14,25.1,23.44
5152,1330,C0357,2026-02-23,62.3,47.93
5153,1331,C0276,2024-10-23,42.7,28.49
5154,1332,C0169,2025-02-13,51.3,62.58
5155,1332,C0196,2025-02-19,51.7,50.69
5156,1332,C0199,2025-04-18,69.8,57.22
5157,1332,C0277,2025-04-21,69.8,82.06
5158,1332,C0225,2025-04-22,88.0,57.13
5159,1332,C0389,2025-11-15,64.7,49.38
5160,1332,C0254,2026-02-01,48.6,49.62
5161,1332,C0086,2026-02-06,86.5,60.51
5162,1334,C0433,2024-04-09,31.7,24.59
5163,1334,C0475,2024-04-17,38.2,28.29
5164,1334,C0233,2024-11-13,45.6,54.24
5165,1334,C0365,2025-07-15,37.7,33.95
5166,1334,C0117,2025-08-15,8.8,8.21
5167,1335,C0401,2025-02-05,90.7,99.69
5168,1335,C0030,2025-03-19,54.1,58.8
5169,1335,C0465,2025-06-20,42.6,54.61
5170,1335,C0323,2025-12-02,26.6,29.6
5171,1335,C0208,2026-05-17,30.3,35.21
5172,1336,C0254,2025-07-01,51.2,52.22
5173,1336,C0251,2026-02-13,25.2,44.99
5174,1336,C0039,2026-03-31,51.4,51.44
5175,1337,C0037,2026-06-04,61.5,50.82
5176,1338,C0203,2024-03-06,68.2,49.07
5177,1338,C0479,2025-06-14,58.4,51.67
5178,1338,C0035,2025-07-28,24.7,45.74
5179,1338,C0419,2025-10-07,63.1,61.85
5180,1338,C0346,2025-10-26,93.0,100.0
5181,1338,C0354,2025-11-30,70.8,60.04
5182,1338,C0362,2026-04-18,39.7,41.36
5183,1339,C0046,2025-12-12,11.2,9.17
5184,1339,C0083,2026-02-18,50.3,57.77
5185,1341,C0098,2023-09-14,40.1,42.71
5186,1341,C0243,2023-12-29,63.9,54.18
5187,1341,C0100,2024-03-10,16.6,16.72
5188,1341,C0460,2024-05-24,48.2,42.65
5189,1341,C0434,2024-07-17,30.7,26.92
5190,1341,C0041,2024-09-18,45.2,27.9
5191,1341,C0466,2025-03-14,57.6,47.62
5192,1341,C0352,2026-02-18,57.3,57.28
5193,1342,C0422,2024-03-03,60.8,49.01
5194,1342,C0368,2024-11-01,52.1,38.02
5195,1342,C0257,2025-05-16,37.7,55.46
5196,1342,C0465,2025-06-22,38.9,49.83
5197,1342,C0410,2025-09-12,21.2,47.22
5198,1345,C0091,2026-04-07,73.8,47.95
5199,1346,C0130,2025-01-08,52.3,60.8
5200,1346,C0403,2025-02-03,10.5,20.17
5201,1346,C0334,2025-12-19,75.0,79.76
5202,1346,C0029,2026-02-24,64.9,64.85
5203,1347,C0388,2025-12-24,105.9,64.56
5204,1347,C0203,2026-02-02,118.8,85.46
5205,1347,C0206,2026-05-08,65.7,53.82
5206,1347,C0139,2026-05-27,73.8,70.31
5207,1348,C0432,2026-04-08,12.1,9.47
5208,1348,C0383,2026-06-05,55.5,36.49
5209,1348,C0015,2026-06-11,60.3,53.88
5210,1348,C0266,2026-06-26,43.0,72.84
5211,1349,C0146,2024-04-20,23.3,20.66
5212,1349,C0180,2025-08-08,41.1,38.05
5213,1349,C0185,2025-12-15,47.5,48.51
5214,1349,C0473,2026-05-01,41.7,23.16
5215,1350,C0075,2024-06-15,51.7,35.38
5216,1350,C0219,2024-11-21,37.8,62.0
5217,1350,C0147,2025-07-08,12.7,28.19
5218,1350,C0265,2025-10-22,94.7,75.14
5219,1350,C0168,2026-03-16,31.9,21.58
5220,1351,C0052,2024-10-22,27.9,54.8
5221,1351,C0044,2025-02-18,43.1,45.33
5222,1351,C0276,2025-10-14,53.5,35.66
5223,1351,C0360,2026-04-28,36.9,36.94
5224,1353,C0150,2025-07-05,115.6,70.52
5225,1353,C0309,2025-10-26,33.8,35.19
5226,1353,C0237,2026-02-19,84.1,61.38
5227,1354,C0366,2023-10-14,14.8,29.58
5228,1354,C0075,2024-10-06,80.8,55.33
5229,1354,C0393,2024-11-17,2.2,3.0
5230,1354,C0074,2025-03-20,80.9,69.77
5231,1354,C0146,2025-07-06,44.5,39.4
5232,1354,C0348,2025-07-16,15.2,13.59
5233,1354,C0469,2026-03-26,77.3,58.1
5234,1354,C0412,2026-06-06,116.7,68.66
5235,1356,C0474,2024-02-12,32.8,38.1
5236,1356,C0265,2024-04-08,29.7,23.57
5237,1356,C0066,2024-06-06,56.3,69.45
5238,1356,C0380,2024-06-22,38.2,29.38
5239,1356,C0080,2024-09-03,58.9,54.08
5240,1356,C0190,2024-11-03,66.8,61.3
5241,1356,C0449,2024-12-16,26.7,40.49
5242,1356,C0192,2025-02-04,16.5,35.91
5243,1356,C0460,2025-06-11,54.1,47.91
5244,1356,C0467,2025-07-12,54.6,47.51
5245,1356,C0012,2025-09-09,62.2,46.11
5246,1356,C0195,2025-11-12,37.7,83.76
5247,1356,C0349,2026-03-27,27.2,29.92
5248,1357,C0242,2025-12-03,30.5,44.91
5249,1358,C0130,2025-10-05,68.6,79.78
5250,1358,C0481,2025-11-05,106.1,82.92
5251,1359,C0057,2024-04-26,27.1,31.86
5252,1359,C0093,2025-12-09,46.5,41.14
5253,1361,C0428,2026-06-14,37.1,34.63
5254,1362,C0205,2025-06-25,28.0,36.31
5255,1362,C0364,2025-12-14,28.3,54.42
5256,1362,C0249,2026-05-13,83.7,68.04
5257,1364,C0461,2024-05-26,41.2,30.96
5258,1364,C0262,2024-10-10,53.3,35.76
5259,1364,C0462,2025-07-18,27.8,50.5
5260,1364,C0052,2025-08-09,25.0,48.92
5261,1364,C0140,2026-01-20,27.9,25.12
5262,1364,C0172,2026-05-31,56.1,50.13
5263,1365,C0216,2024-06-02,39.7,40.54
5264,1365,C0020,2024-06-23,80.7,75.45
5265,1365,C0446,2024-07-27,46.8,64.1
5266,1365,C0371,2025-05-24,58.0,42.93
5267,1365,C0094,2025-12-27,27.7,25.66
5268,1367,C0230,2023-12-20,24.5,20.92
5269,1367,C0486,2024-02-28,25.9,30.86
5270,1367,C0376,2024-03-15,49.0,44.52
5271,1367,C0039,2024-08-01,62.0,62.03
5272,1367,C0179,2024-08-25,24.0,27.23
5273,1367,C0432,2024-08-26,44.6,34.88
5274,1367,C0204,2024-09-19,43.8,41.34
5275,1367,C0109,2025-06-03,38.6,45.96
5276,1367,C0366,2025-06-12,26.4,52.76
5277,1367,C0004,2025-06-29,24.1,23.17
5278,1367,C0413,2025-07-08,34.9,62.29
5279,1368,C0426,2025-09-09,83.4,66.18
5280,1368,C0216,2025-11-27,46.5,47.5
5281,1368,C0453,2026-03-01,20.1,40.27
5282,1368,C0399,2026-03-22,37.2,43.26
5283,1368,C0112,2026-06-27,37.3,54.91
5284,1369,C0477,2025-11-14,36.1,29.81
5285,1369,C0029,2026-04-03,67.2,67.19
5286,1369,C0080,2026-05-11,69.4,63.71
5287,1370,C0381,2024-07-14,61.1,58.76
5288,1370,C0154,2024-09-01,3.7,3.0
5289,1370,C0091,2024-12-20,132.2,85.81
5290,1370,C0248,2025-03-08,65.7,47.64
5291,1370,C0053,2025-08-08,87.3,82.37
5292,1370,C0250,2025-11-09,28.2,39.73
5293,1370,C0241,2026-01-25,77.0,53.85
5294,1370,C0204,2026-03-26,50.0,47.13
5295,1371,C0307,2024-03-17,23.9,17.21
5296,1371,C0099,2024-04-08,38.0,48.08
5297,1371,C0487,2024-10-16,16.2,22.21
5298,1371,C0384,2025-01-08,37.5,32.86
5299,1371,C0090,2025-06-28,46.8,46.8
5300,1371,C0004,2025-12-15,55.6,53.46
5301,1372,C0307,2024-07-30,69.9,50.3
5302,1372,C0464,2025-09-29,8.8,8.66
5303,1372,C0035,2026-02-21,32.6,60.39
5304,1373,C0160,2024-05-14,63.2,77.02
5305,1373,C0352,2024-07-19,41.4,41.35
5306,1373,C0063,2025-01-19,48.3,43.16
5307,1373,C0456,2025-05-14,44.4,36.42
5308,1373,C0231,2025-10-16,64.9,51.94
5309,1373,C0191,2025-12-14,30.4,26.41
5310,1373,C0052,2026-05-17,32.0,62.68
5311,1374,C0001,2024-05-17,57.7,70.33
5312,1374,C0255,2024-12-22,12.5,9.89
5313,1374,C0194,2026-02-05,16.6,20.5
5314,1374,C0330,2026-04-26,45.4,27.18
5315,1375,C0094,2026-04-17,55.7,51.6
5316,1376,C0198,2025-12-27,33.0,44.66
5317,1377,C0025,2025-04-17,80.9,58.17
5318,1377,C0013,2025-06-12,104.8,71.32
5319,1377,C0404,2025-08-11,33.7,45.58
5320,1377,C0169,2026-06-04,54.3,66.19
5321,1378,C0359,2026-01-22,35.2,58.73
5322,1378,C0400,2026-03-08,25.6,56.94
5323,1378,C0192,2026-05-06,23.7,51.5
5324,1378,C0481,2026-06-03,83.9,65.54
5325,1379,C0036,2023-07-20,55.7,52.5
5326,1379,C0491,2023-08-03,48.9,44.43
5327,1379,C0061,2023-08-20,66.6,63.46
5328,1379,C0402,2024-03-24,28.8,43.66
5329,1379,C0316,2024-06-09,102.3,62.79
5330,1379,C0062,2024-08-01,89.8,52.51
5331,1379,C0352,2024-08-03,38.3,38.26
5332,1379,C0364,2025-02-21,19.2,36.87
5333,1379,C0439,2025-05-10,33.1,22.22
5334,1379,C0252,2026-05-12,48.6,44.59
5335,1380,C0112,2025-07-16,49.2,72.41
5336,1380,C0073,2025-08-17,32.6,30.46
5337,1380,C0245,2026-02-21,48.4,38.73
5338,1380,C0382,2026-02-25,35.4,52.01
5339,1381,C0054,2023-12-05,79.4,57.56
5340,1381,C0155,2024-02-03,58.6,68.98
5341,1381,C0333,2024-06-11,28.5,36.03
5342,1381,C0023,2025-07-06,12.1,13.88
5343,1382,C0174,2025-12-12,140.6,90.1
5344,1382,C0098,2026-02-11,46.8,49.83
5345,1382,C0023,2026-05-24,40.4,46.43
5346,1382,C0066,2026-05-28,34.8,43.02
5347,1383,C0187,2024-12-31,67.7,56.43
5348,1383,C0235,2025-03-04,78.8,76.52
5349,1383,C0371,2025-05-20,104.7,77.57
5350,1383,C0355,2025-07-12,65.1,85.6
5351,1383,C0248,2025-09-15,84.4,61.13
5352,1383,C0226,2025-10-09,29.9,56.34
5353,1383,C0045,2025-11-06,80.6,68.27
5354,1383,C0447,2026-01-03,77.2,64.3
5355,1383,C0478,2026-01-25,44.9,55.46
5356,1383,C0417,2026-02-21,37.6,43.21
5357,1384,C0389,2026-05-20,60.2,45.95
5358,1385,C0344,2023-10-12,42.8,35.99
5359,1385,C0103,2023-11-23,38.7,34.85
5360,1385,C0276,2024-03-18,50.8,33.88
5361,1385,C0389,2024-04-02,74.4,56.76
5362,1385,C0455,2024-08-27,26.0,23.39
5363,1385,C0446,2024-11-28,61.6,84.32
5364,1385,C0487,2025-01-23,53.1,72.79
5365,1385,C0164,2025-08-01,61.7,52.27
5366,1385,C0043,2025-08-12,51.9,59.01
5367,1385,C0490,2025-08-13,37.1,68.64
5368,1385,C0459,2025-10-20,56.6,45.68
5369,1385,C0047,2025-11-15,34.2,42.79
5370,1385,C0367,2025-12-04,31.3,27.24
5371,1385,C0470,2025-12-20,44.9,52.83
5372,1385,C0228,2026-01-03,83.0,57.27
5373,1385,C0245,2026-02-26,62.6,50.08
5374,1385,C0149,2026-03-09,43.6,54.56
5375,1385,C0492,2026-05-10,82.5,48.53
5376,1385,C0305,2026-06-01,47.7,56.07
5377,1385,C0290,2026-06-19,31.4,69.68
5378,1386,C0081,2024-11-26,43.5,38.54
5379,1386,C0235,2025-02-11,34.9,33.86
5380,1386,C0071,2025-03-06,90.7,73.71
5381,1386,C0126,2025-10-19,78.9,73.77
5382,1386,C0068,2025-11-27,44.3,39.21
5383,1386,C0057,2026-01-19,65.6,77.17
5384,1386,C0438,2026-02-04,19.1,42.37
5385,1387,C0245,2025-02-09,41.4,33.08
5386,1387,C0257,2025-02-18,15.5,22.82
5387,1387,C0052,2025-03-21,16.0,31.35
5388,1387,C0119,2025-12-13,59.3,51.1
5389,1388,C0323,2025-10-03,34.6,38.47
5390,1388,C0301,2026-01-29,19.5,22.39
5391,1389,C0036,2025-11-16,62.3,58.77
5392,1389,C0461,2025-11-20,45.8,34.44
5393,1390,C0042,2025-04-06,71.6,59.68
5394,1390,C0158,2025-05-08,26.2,18.68
5395,1391,C0403,2023-12-04,49.7,95.63
5396,1391,C0199,2024-04-19,74.4,61.0
5397,1391,C0206,2024-11-10,76.0,62.26
5398,1391,C0476,2024-11-12,58.7,54.89
5399,1391,C0408,2024-11-19,46.8,62.42
5400,1391,C0243,2025-03-19,62.9,53.27
5401,1392,C0412,2023-11-17,38.1,22.39
5402,1392,C0299,2024-06-10,66.6,59.51
5403,1392,C0340,2025-01-14,47.5,34.68
5404,1392,C0495,2025-07-19,42.9,38.96
5405,1392,C0258,2025-11-14,15.8,17.39
5406,1392,C0420,2026-02-13,40.7,25.43
5407,1392,C0421,2026-03-04,18.6,35.05
5408,1393,C0120,2026-01-31,58.3,63.39
5409,1393,C0399,2026-04-30,49.4,57.45
5410,1394,C0293,2024-01-25,56.9,46.28
5411,1394,C0305,2024-02-14,26.9,31.61
5412,1394,C0013,2024-08-06,91.9,62.49
5413,1394,C0021,2024-08-12,54.3,49.39
5414,1394,C0064,2024-11-02,65.9,54.45
5415,1394,C0180,2025-06-13,55.1,51.03
5416,1394,C0216,2025-09-19,41.7,42.55
5417,1394,C0012,2026-03-04,73.7,54.6
5418,1394,C0474,2026-05-07,32.8,38.18
5419,1395,C0223,2024-01-15,74.3,66.34
5420,1395,C0127,2024-02-14,129.3,93.01
5421,1395,C0063,2024-05-11,83.0,74.12
5422,1395,C0409,2024-05-12,58.4,82.3
5423,1395,C0130,2024-05-23,50.8,59.02
5424,1395,C0262,2024-08-06,99.5,66.76
5425,1395,C0271,2024-11-14,80.6,62.98
5426,1395,C0127,2024-12-14,139.0,100.0
5427,1395,C0207,2025-02-27,129.0,100.0
5428,1395,C0389,2025-08-12,110.1,84.04
5429,1395,C0231,2025-08-24,113.0,90.39
5430,1395,C0488,2025-10-02,124.0,100.0
5431,1395,C0047,2025-12-31,32.4,40.5
5432,1395,C0112,2026-01-19,37.4,55.02
5433,1395,C0145,2026-01-28,95.5,80.91
5434,1395,C0052,2026-02-12,33.8,66.37
5435,1395,C0288,2026-03-13,102.9,70.98
5436,1395,C0431,2026-05-10,46.1,43.05
5437,1395,C0016,2026-05-17,114.1,71.28
5438,1396,C0246,2024-09-19,69.6,45.22
5439,1396,C0223,2024-12-08,73.6,65.71
5440,1396,C0137,2025-05-18,16.2,15.92
5441,1396,C0200,2025-07-05,38.8,37.68
5442,1396,C0383,2025-09-18,105.8,69.63
5443,1396,C0159,2025-09-23,116.3,69.21
5444,1396,C0080,2026-01-10,105.3,96.61
5445,1396,C0424,2026-02-08,42.9,42.47
5446,1396,C0308,2026-03-13,62.5,96.1
5447,1396,C0120,2026-05-10,50.8,55.24
5448,1396,C0414,2026-05-19,39.6,50.07
5449,1396,C0370,2026-05-29,51.7,40.11
5450,1396,C0106,2026-06-11,33.8,24.3
5451,1398,C0347,2023-08-19,108.6,67.48
5452,1398,C0489,2023-10-30,81.2,82.88
5453,1398,C0312,2025-06-03,78.6,53.09
5454,1398,C0401,2025-07-19,74.1,81.41
5455,1398,C0036,2026-04-20,43.8,41.36
5456,1398,C0497,2026-04-26,90.5,70.73
5457,1399,C0326,2025-02-07,35.9,38.22
5458,1399,C0042,2025-02-13,90.0,74.98
5459,1399,C0041,2025-06-29,62.8,38.77
5460,1399,C0408,2025-07-31,34.9,46.52
5461,1399,C0040,2025-08-01,95.4,96.31
5462,1399,C0402,2025-08-21,10.9,16.57
5463,1399,C0319,2025-12-06,70.7,62.0
5464,1399,C0347,2026-06-20,132.3,82.16
5465,1400,C0167,2024-10-07,29.7,40.08
5466,1401,C0334,2024-10-28,43.8,46.55
5467,1401,C0358,2025-01-02,31.8,51.22
5468,1401,C0434,2026-05-21,63.1,55.37
5469,1401,C0364,2026-06-15,14.8,28.47
5470,1402,C0243,2025-04-04,77.0,65.25
5471,1402,C0163,2025-04-24,44.3,50.34
5472,1402,C0166,2025-06-09,4.9,7.17
5473,1402,C0135,2025-10-20,37.8,43.41
5474,1402,C0371,2026-05-30,69.3,51.36
5475,1403,C0232,2025-11-25,51.4,82.88
5476,1403,C0006,2026-04-01,39.5,87.78
5477,1403,C0392,2026-06-13,68.5,54.4
5478,1403,C0453,2026-06-14,18.4,36.74
5479,1404,C0250,2024-03-22,9.3,13.09
5480,1404,C0359,2024-05-12,31.8,53.06
5481,1404,C0075,2024-10-25,66.1,45.26
5482,1404,C0296,2025-06-28,77.4,77.36
5483,1404,C0097,2025-07-27,7.3,6.02
5484,1404,C0400,2025-12-12,34.3,76.25
5485,1406,C0382,2024-10-19,22.6,33.2
5486,1406,C0009,2024-11-05,41.6,42.44
5487,1406,C0320,2025-07-05,46.1,75.59
5488,1406,C0364,2025-08-10,35.0,67.33
5489,1406,C0018,2025-12-28,47.4,40.85
5490,1406,C0370,2026-02-12,32.7,25.37
5491,1408,C0461,2025-06-12,66.8,50.24
5492,1408,C0201,2025-09-19,38.6,26.59
5493,1409,C0203,2026-02-05,52.1,37.45
5494,1409,C0182,2026-02-19,32.8,34.12
5495,1409,C0481,2026-06-19,85.7,66.95
5496,1410,C0045,2023-07-13,21.5,18.2
5497,1410,C0042,2023-11-21,90.7,75.61
5498,1410,C0269,2025-07-20,31.8,30.6
5499,1410,C0071,2025-08-05,103.7,84.33
5500,1410,C0327,2025-11-24,59.2,61.66
5501,1411,C0125,2024-04-01,56.5,49.13
5502,1411,C0352,2024-07-11,63.5,63.49
5503,1411,C0383,2024-10-02,135.5,89.16
5504,1411,C0085,2024-10-08,77.0,60.14
5505,1411,C0127,2025-03-10,104.9,75.5
5506,1411,C0303,2025-07-09,33.4,23.38
5507,1412,C0016,2026-06-10,90.2,56.4
5508,1413,C0396,2024-08-30,65.1,45.83
5509,1413,C0001,2024-10-26,32.2,39.25
5510,1413,C0128,2025-01-17,77.8,60.79
5511,1413,C0152,2025-11-18,25.5,31.82
5512,1413,C0061,2026-02-14,30.9,29.39
5513,1413,C0245,2026-03-12,12.9,10.33
5514,1414,C0090,2026-04-19,53.4,53.37
5515,1416,C0020,2023-09-16,92.5,86.44
5516,1416,C0428,2023-11-11,39.0,36.47
5517,1416,C0199,2023-12-07,76.7,62.83
5518,1416,C0093,2023-12-08,42.5,37.6
5519,1416,C0307,2024-07-25,95.7,68.86
5520,1416,C0436,2025-01-05,25.5,29.63
5521,1416,C0085,2025-03-17,53.4,41.74
5522,1416,C0206,2025-04-03,70.3,57.66
5523,1416,C0363,2026-06-07,38.7,38.66
5524,1416,C0051,2026-06-18,64.0,48.83
5525,1417,C0213,2026-06-23,66.6,54.17
